"Duration_MLA_B1_IncomeStatement","OrganizationID_MLA_B1_IncomeStatement","ParentOrganizationID_MLA_B1_IncomeStatement","IndustryType_MLA_B1_IncomeStatement","OrgType_MLA_B1_IncomeStatement","TaxStatus_MLA_B1_IncomeStatement","ReportingType_MLA_B1_IncomeStatement","CurrentRating_MLA_B1_IncomeStatement","ReportingYear_MLA_B1_IncomeStatement","ReportingRegion_MLA_B1_IncomeStatement","ReportingLocalRegion_MLA_B1_IncomeStatement","ProfitNonFinancial_Income","InterestReceivable_Income","InterestPayable_Income","NetInterestReceivable_Income","FeesReceivable_Income","ProfitsOnDealing_Income","Other_Income","Total_Income","StaffCosts_Expenditure","FeesPayable_Expenditure","Occupancy_Expenditure","OtherOperatingExpenses_Expenditure","OtherExpenses_Expenditure","Total_Expenditure","OperatingProfit_MLA_B1_IncomeStatement","Provisions_MLA_B1_IncomeStatement","Taxation_MLA_B1_IncomeStatement","MinorityInterests_MLA_B1_IncomeStatement","Profit_MLA_B1_IncomeStatement","Dividends_MLA_B1_IncomeStatement","RetainedProfit_MLA_B1_IncomeStatement"
"12.00","US6877Z","","IND","LLC","C","BOARD","C","2020.00","USA","GA","371990.99","0","0","0","0","743981.98","0","1115972.97","0","0","0","0","139122.63","139122.63","976850.34","0","195370.07","11159.73","792640","39632","753008"
"12.00","US6937Z","","FIN","LLC","C","BOARD","A1","2020.00","USA","GA","2600988.51","0","0","0","0","5201977.02","0","7802965.52","0","0","0","0","6672880.09","6672880.09","1130085.43","0","226017.09","78029.66","982098","49104.9","932993.1"
"12.00","US6938Z","","FIN","LLC","C","BOARD","A1","2020.00","USA","GA","2320104.39","0","0","0","0","4640208.78","0","6960313.16","0","0","0","0","6018748.33","6018748.33","941564.84","0","188312.97","69603.13","822855","41142.75","781712.25"
"12.00","US7051Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","634571.3","0","0","0","0","1269142.59","0","1903713.89","0","0","0","0","1335520.31","1335520.31","568193.58","0","113638.72","19037.14","473592","23679.6","449912.4"
"12.00","US7052Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","1560478.3","0","0","0","0","3120956.6","0","4681434.9","0","0","0","0","3772556.59","3772556.59","908878.31","0","181775.66","46814.35","773917","38695.85","735221.15"
"12.00","US7053Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","893938.71","0","0","0","0","1787877.42","0","2681816.12","0","0","0","0","2561452.58","2561452.58","120363.55","0","24072.71","26818.16","123109","6155.45","116953.55"
"12.00","US7054Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","1463931.48","0","0","0","0","2927862.95","0","4391794.43","0","0","0","0","3424839.36","3424839.36","966955.07","0","193391.01","43917.94","817482","40874.1","776607.9"
"12.00","US7055Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","631417.27","0","0","0","0","1262834.55","0","1894251.82","0","0","0","0","1187762.47","1187762.47","706489.35","0","141297.87","18942.52","584134","29206.7","554927.3"
"12.00","US7056Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","2223205.59","0","0","0","0","4446411.19","0","6669616.78","0","0","0","0","6521866.99","6521866.99","147749.79","0","29549.96","66696.17","184896","9244.8","175651.2"
"12.00","US7080Z","","FIN","LLC","C","BOARD","Ba1","2020.00","USA","GA","546680.92","0","0","0","0","1093361.83","0","1640042.75","0","0","0","0","1020348.28","1020348.28","619694.47","0","123938.89","16400.43","512156","25607.8","486548.2"
"12.00","US7101Z","","SOF","LLC","C","BOARD","A1","2020.00","USA","GA","2734341.56","0","0","0","0","5468683.12","0","8203024.68","0","0","0","0","7376339.99","7376339.99","826684.69","0","165336.94","82030.25","743378","37168.9","706209.1"
"12.00","US7102Z","","SOF","LLC","C","BOARD","A1","2020.00","USA","GA","2704050.51","0","0","0","0","5408101.02","0","8112151.53","0","0","0","0","7379128.43","7379128.43","733023.11","0","146604.62","81121.52","667540","33377","634163"
"12.00","US7155Z","","FIN","LLC","C","BOARD","A1","2020.00","USA","GA","2186564.39","0","0","0","0","4373128.79","0","6559693.18","0","0","0","0","6401935.6","6401935.6","157757.59","0","31551.52","65596.93","191803","9590.15","182212.85"
"12.00","US7156Z","","FIN","LLC","C","BOARD","A1","2020.00","USA","GA","1284741.65","0","0","0","0","2569483.29","0","3854224.94","0","0","0","0","3747427.75","3747427.75","106797.19","0","21359.44","38542.25","123980","6199","117781"
"12.00","US7217Z","","IND","LLC","C","BOARD","Ba1","2020.00","USA","GA","2424129.43","0","0","0","0","4848258.87","0","7272388.3","0","0","0","0","6800408.15","6800408.15","471980.15","0","94396.03","72723.88","450308","22515.4","427792.6"
"12.00","US7271Z","","FIN","LLC","C","BOARD","C","2020.00","USA","GA","1895615.84","0","0","0","0","3791231.68","0","5686847.52","0","0","0","0","5304874.36","5304874.36","381973.16","0","76394.63","56868.48","362447","18122.35","344324.65"
"12.00","US7283Z","","SOF","LLC","C","BOARD","Ba1","2020.00","USA","GA","700466.42","0","0","0","0","1400932.84","0","2101399.26","0","0","0","0","1441238","1441238","660161.26","0","132032.25","21013.99","549143","27457.15","521685.85"
"12.00","US7327Z","","IND","LLC","C","BOARD","C","2020.00","USA","GA","697819.05","0","0","0","0","1395638.11","0","2093457.16","0","0","0","0","1789229.12","1789229.12","304228.04","0","60845.61","20934.57","264317","13215.85","251101.15"
"12.00","US7420Z","","IND","LLC","C","BOARD","A1","2020.00","USA","GA","1571847.82","0","0","0","0","3143695.63","0","4715543.45","0","0","0","0","4095728.99","4095728.99","619814.46","0","123962.89","47155.43","543007","27150.35","515856.65"
"12.00","US7421Z","","IND","LLC","C","BOARD","A1","2020.00","USA","GA","1691832.68","0","0","0","0","3383665.35","0","5075498.03","0","0","0","0","4331183.01","4331183.01","744315.02","0","148863","50754.98","646207","32310.35","613896.65"
"12.00","US7422Z","","IND","LLC","C","BOARD","A1","2020.00","USA","GA","1434490.1","0","0","0","0","2868980.21","0","4303470.31","0","0","0","0","3897778.69","3897778.69","405691.62","0","81138.32","43034.7","367588","18379.4","349208.6"
"12.00","US7572Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","2837256.08","0","0","0","0","5674512.17","0","8511768.25","0","0","0","0","7462785.36","7462785.36","1048982.9","0","209796.58","85117.68","924304","46215.2","878088.8"
"12.00","US7573Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","2195856.05","0","0","0","0","4391712.11","0","6587568.16","0","0","0","0","5960201.52","5960201.52","627366.65","0","125473.33","65875.68","567769","28388.45","539380.55"
"12.00","US7574Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","2638518.74","0","0","0","0","5277037.48","0","7915556.21","0","0","0","0","6931094.42","6931094.42","984461.8","0","196892.36","79155.56","866725","43336.25","823388.75"
"12.00","US7575Z","","SOF","LLC","C","BOARD","C","2020.00","USA","GA","2600305.86","0","0","0","0","5200611.73","0","7800917.59","0","0","0","0","6878649.06","6878649.06","922268.53","0","184453.71","78009.18","815824","40791.2","775032.8"
"12.00","US7591Z","","IND","LLC","C","BOARD","Ba1","2020.00","USA","GA","2531569.73","0","0","0","0","5063139.45","0","7594709.18","0","0","0","0","6697078.04","6697078.04","897631.14","0","179526.23","75947.09","794052","39702.6","754349.4"
"12.00","US7593Z","","IND","LLC","C","BOARD","Ba1","2020.00","USA","GA","2390469.07","0","0","0","0","4780938.14","0","7171407.21","0","0","0","0","6249183.55","6249183.55","922223.66","0","184444.73","71714.07","809493","40474.65","769018.35"
"12.00","US7595Z","","IND","LLC","C","BOARD","Ba1","2020.00","USA","GA","1446170.01","0","0","0","0","2892340.03","0","4338510.04","0","0","0","0","4153053.92","4153053.92","185456.12","0","37091.22","43385.1","191750","9587.5","182162.5"
"12.00","US7616Z","","IND","LLC","C","BOARD","C","2020.00","USA","GA","2686167.45","0","0","0","0","5372334.9","0","8058502.34","0","0","0","0","7808154.87","7808154.87","250347.47","0","50069.49","80585.02","280863","14043.15","266819.85"
"12.00","US7617Z","","IND","LLC","C","BOARD","C","2020.00","USA","GA","1860608.82","0","0","0","0","3721217.64","0","5581826.46","0","0","0","0","5107248.05","5107248.05","474578.42","0","94915.68","55818.26","435481","21774.05","413706.95"
"12.00","US7618Z","","IND","LLC","C","BOARD","C","2020.00","USA","GA","4151114.77","0","0","0","0","8302229.54","0","12453344.31","0","0","0","0","11595506.11","11595506.11","857838.2","0","171567.64","124533.44","810804","40540.2","770263.8"
"12.00","US7619Z","","IND","LLC","C","BOARD","C","2020.00","USA","GA","1391588.02","0","0","0","0","2783176.04","0","4174764.05","0","0","0","0","3848558.6","3848558.6","326205.45","0","65241.09","41747.64","302712","15135.6","287576.4"
"12.00","US7620Z","","IND","LLC","C","BOARD","C","2020.00","USA","GA","1040768.12","0","0","0","0","2081536.24","0","3122304.35","0","0","0","0","2941600.66","2941600.66","180703.7","0","36140.74","31223.04","175786","8789.3","166996.7"
"12.00","US7655Z","","IND","LLC","C","BOARD","A1","2020.00","USA","GA","2288380.43","0","0","0","0","4576760.86","0","6865141.28","0","0","0","0","5765698.05","5765698.05","1099443.23","0","219888.65","68651.41","948206","47410.3","900795.7"
"12.00","US7656Z","","IND","LLC","C","BOARD","A1","2020.00","USA","GA","1222699.37","0","0","0","0","2445398.74","0","3668098.12","0","0","0","0","3588365.59","3588365.59","79732.52","0","15946.5","36680.98","100467","5023.35","95443.65"
"12.00","US7657Z","","IND","LLC","C","BOARD","A1","2020.00","USA","GA","1095827.43","0","0","0","0","2191654.85","0","3287482.28","0","0","0","0","3042498.31","3042498.31","244983.97","0","48996.79","32874.82","228862","11443.1","217418.9"
"12.00","US7658Z","","IND","LLC","C","BOARD","A1","2020.00","USA","GA","303106.04","0","0","0","0","606212.08","0","909318.13","0","0","0","0","422373.35","422373.35","486944.77","0","97388.95","9093.18","398649","19932.45","378716.55"
"12.00","US7659Z","","IND","LLC","C","BOARD","A1","2020.00","USA","GA","1608647.14","0","0","0","0","3217294.28","0","4825941.42","0","0","0","0","4741318.18","4741318.18","84623.23","0","16924.65","48259.41","115958","5797.9","110160.1"
"12.00","US7799Z","","FIN","LLC","C","BOARD","A1","2020.00","USA","GA","292839","0","0","0","0","585678","0","878517","0","0","0","0","187942.21","187942.21","690574.79","0","138114.96","8785.17","561245","28062.25","533182.75"
"12.00","US7838Z","","FIN","LLC","C","BOARD","Ba1","2020.00","USA","GA","3411295.16","0","0","0","0","6822590.32","0","10233885.48","0","0","0","0","9781504.04","9781504.04","452381.43","0","90476.29","102338.85","464244","23212.2","441031.8"
"12.00","US7839Z","","FIN","LLC","C","BOARD","Ba1","2020.00","USA","GA","1490418.94","0","0","0","0","2980837.89","0","4471256.83","0","0","0","0","3807795.04","3807795.04","663461.79","0","132692.36","44712.57","575482","28774.1","546707.9"
"12.00","US7905Z","","FIN","LLC","C","BOARD","C","2020.00","USA","GA","2711919.73","0","0","0","0","5423839.45","0","8135759.18","0","0","0","0","7359184.92","7359184.92","776574.26","0","155314.85","81357.59","702617","35130.85","667486.15"
"12.00","US7906Z","","FIN","LLC","C","BOARD","C","2020.00","USA","GA","4199128.09","0","0","0","0","8398256.17","0","12597384.26","0","0","0","0","12108262.81","12108262.81","489121.45","0","97824.29","125973.84","517271","25863.55","491407.45"
"12.00","US7907Z","","FIN","LLC","C","BOARD","C","2020.00","USA","GA","1047010.7","0","0","0","0","2094021.4","0","3141032.1","0","0","0","0","2708051.25","2708051.25","432980.85","0","86596.17","31410.32","377795","18889.75","358905.25"
"12.00","US7908Z","","FIN","LLC","C","BOARD","C","2020.00","USA","GA","3774739.09","0","0","0","0","7549478.19","0","11324217.28","0","0","0","0","11036655","11036655","287562.28","0","57512.46","113242.17","343292","17164.6","326127.4"
"12.00","US7909Z","","FIN","LLC","C","BOARD","C","2020.00","USA","GA","3632872.07","0","0","0","0","7265744.14","0","10898616.2","0","0","0","0","10444851.41","10444851.41","453764.8","0","90752.96","108986.16","471998","23599.9","448398.1"
"12.00","US7929Z","","SOF","LLC","C","BOARD","A1","2020.00","USA","GA","593960.67","0","0","0","0","1187921.34","0","1781882.02","0","0","0","0","1144641.79","1144641.79","637240.22","0","127448.04","17818.82","527611","26380.55","501230.45"
"12.00","US7930Z","","SOF","LLC","C","BOARD","A1","2020.00","USA","GA","1179841","0","0","0","0","2359682","0","3539523","0","0","0","0","3431124.53","3431124.53","108398.46","0","21679.69","35395.23","122114","6105.7","116008.3"
"12.00","US7931Z","","SOF","LLC","C","BOARD","A1","2020.00","USA","GA","901058.52","0","0","0","0","1802117.04","0","2703175.56","0","0","0","0","1807429.01","1807429.01","895746.56","0","179149.31","27031.76","743629","37181.45","706447.55"
"12.00","US7952Z","","SOF","LLC","C","BOARD","Ba1","2020.00","USA","GA","3605126.37","0","0","0","0","7210252.73","0","10815379.1","0","0","0","0","10263873.83","10263873.83","551505.26","0","110301.05","108153.79","549358","27467.9","521890.1"
"12.00","US7953Z","","SOF","LLC","C","BOARD","Ba1","2020.00","USA","GA","2466761.77","0","0","0","0","4933523.55","0","7400285.32","0","0","0","0","6930703.89","6930703.89","469581.43","0","93916.29","74002.85","449668","22483.4","427184.6"
"12.00","US3628Z","","IND","INC","C","BOARD","A1","2017.00","USA","NY","996642.97","0","0","0","0","1993285.93","0","2989928.9","0","0","0","0","2011804.26","2011804.26","978124.64","0","195624.93","29899.29","812399","40619.95","771779.05"
"12.00","US3629Z","","IND","INC","C","BOARD","A1","2017.00","USA","NY","2217220.56","0","0","0","0","4434441.11","0","6651661.67","0","0","0","0","5706499.94","5706499.94","945161.73","0","189032.35","66516.62","822646","41132.3","781513.7"
"12.00","US3630Z","","IND","INC","C","BOARD","A1","2017.00","USA","NY","932113.6","0","0","0","0","1864227.2","0","2796340.81","0","0","0","0","2061448.82","2061448.82","734891.99","0","146978.4","27963.41","615877","30793.85","585083.15"
"12.00","US3711Z","","FIN","INC","C","BOARD","Ba1","2017.00","USA","NY","3106747.08","0","0","0","0","6213494.16","0","9320241.24","0","0","0","0","8665476.76","8665476.76","654764.48","0","130952.9","93202.41","617014","30850.7","586163.3"
"12.00","US3741Z","","SOF","INC","C","BOARD","Ba1","2017.00","USA","NY","3088673.61","0","0","0","0","6177347.21","0","9266020.82","0","0","0","0","9028991.08","9028991.08","237029.74","0","47405.95","92660.21","282284","14114.2","268169.8"
"12.00","US3742Z","","SOF","INC","C","BOARD","Ba1","2017.00","USA","NY","3753424.12","0","0","0","0","7506848.25","0","11260272.37","0","0","0","0","11246884.53","11246884.53","13387.85","0","2677.57","112602.72","123313","6165.65","117147.35"
"12.00","US3755Z","","IND","INC","C","BOARD","C","2017.00","USA","NY","458432.75","0","0","0","0","916865.49","0","1375298.24","0","0","0","0","884618.21","884618.21","490680.02","0","98136","13752.98","406297","20314.85","385982.15"
"12.00","US3803Z","","FIN","INC","C","BOARD","C","2017.00","USA","NY","591768.46","0","0","0","0","1183536.92","0","1775305.38","0","0","0","0","770781.7","770781.7","1004523.68","0","200904.74","17753.05","821372","41068.6","780303.4"
"12.00","US3804Z","","FIN","INC","C","BOARD","C","2017.00","USA","NY","1950092.6","0","0","0","0","3900185.2","0","5850277.8","0","0","0","0","5531105.02","5531105.02","319172.78","0","63834.56","58502.78","313841","15692.05","298148.95"
"12.00","US3805Z","","FIN","INC","C","BOARD","C","2017.00","USA","NY","610255.52","0","0","0","0","1220511.03","0","1830766.55","0","0","0","0","1045227.38","1045227.38","785539.17","0","157107.83","18307.67","646739","32336.95","614402.05"
"12.00","US3880Z","","SOF","INC","C","BOARD","C","2017.00","USA","NY","570524.63","0","0","0","0","1141049.25","0","1711573.88","0","0","0","0","1597739.8","1597739.8","113834.08","0","22766.82","17115.74","108183","5409.15","102773.85"
"12.00","US3964Z","","FIN","INC","C","BOARD","A1","2017.00","USA","NY","3126376.34","0","0","0","0","6252752.68","0","9379129.02","0","0","0","0","9300153.13","9300153.13","78975.89","0","15795.18","93791.29","156972","7848.6","149123.4"
"12.00","US4040Z","","SOF","INC","C","BOARD","C","2017.00","USA","NY","921546.8","0","0","0","0","1843093.6","0","2764640.4","0","0","0","0","2554663.4","2554663.4","209977","0","41995.4","27646.4","195628","9781.4","185846.6"
"12.00","US4042Z","","SOF","INC","C","BOARD","C","2017.00","USA","NY","1218833.46","0","0","0","0","2437666.92","0","3656500.38","0","0","0","0","2651312.89","2651312.89","1005187.5","0","201037.5","36565","840715","42035.75","798679.25"
"12.00","US4043Z","","SOF","INC","C","BOARD","C","2017.00","USA","NY","737592.21","0","0","0","0","1475184.42","0","2212776.62","0","0","0","0","1139701.33","1139701.33","1073075.29","0","214615.06","22127.77","880588","44029.4","836558.6"
"12.00","US4044Z","","FIN","INC","C","BOARD","Ba1","2017.00","USA","NY","1806165.99","0","0","0","0","3612331.98","0","5418497.97","0","0","0","0","5131975.45","5131975.45","286522.53","0","57304.51","54184.98","283403","14170.15","269232.85"
"12.00","US4045Z","","FIN","INC","C","BOARD","Ba1","2017.00","USA","NY","1737049.6","0","0","0","0","3474099.2","0","5211148.81","0","0","0","0","5121463.17","5121463.17","89685.64","0","17937.13","52111.49","123860","6193","117667"
"12.00","US4051Z","","IND","INC","C","BOARD","C","2017.00","USA","NY","2024133.76","0","0","0","0","4048267.52","0","6072401.28","0","0","0","0","5181227.54","5181227.54","891173.73","0","178234.75","60724.01","773663","38683.15","734979.85"
"12.00","US4052Z","","IND","INC","C","BOARD","C","2017.00","USA","NY","2012468.65","0","0","0","0","4024937.29","0","6037405.94","0","0","0","0","5828153.52","5828153.52","209252.43","0","41850.49","60374.06","227776","11388.8","216387.2"
"12.00","US4053Z","","IND","INC","C","BOARD","C","2017.00","USA","NY","2141249.96","0","0","0","0","4282499.92","0","6423749.89","0","0","0","0","5375633.01","5375633.01","1048116.88","0","209623.38","64237.5","902731","45136.55","857594.45"
"12.00","US4054Z","","FIN","INC","C","BOARD","C","2017.00","USA","NY","1707907.63","0","0","0","0","3415815.26","0","5123722.89","0","0","0","0","4862653.17","4862653.17","261069.71","0","52213.94","51237.23","260093","13004.65","247088.35"
"12.00","US4055Z","","FIN","INC","C","BOARD","C","2017.00","USA","NY","1627206.73","0","0","0","0","3254413.46","0","4881620.2","0","0","0","0","3806155.45","3806155.45","1075464.75","0","215092.95","48816.2","909188","45459.4","863728.6"
"12.00","US4056Z","","FIN","INC","C","BOARD","C","2017.00","USA","NY","1872681.77","0","0","0","0","3745363.53","0","5618045.3","0","0","0","0","4441892.11","4441892.11","1176153.18","0","235230.64","56180.45","997103","49855.15","947247.85"
"12.00","US4057Z","","FIN","INC","C","BOARD","C","2017.00","USA","NY","1284898.42","0","0","0","0","2569796.84","0","3854695.25","0","0","0","0","3358026.44","3358026.44","496668.81","0","99333.76","38546.95","435882","21794.1","414087.9"
"12.00","US4157Z","","SOF","INC","C","BOARD","A1","2017.00","USA","NY","4495832.1","0","0","0","0","8991664.2","0","13487496.31","0","0","0","0","12764426.26","12764426.26","723070.05","0","144614.01","134874.96","713331","35666.55","677664.45"
"12.00","US4158Z","","SOF","INC","C","BOARD","A1","2017.00","USA","NY","297222.7","0","0","0","0","594445.4","0","891668.09","0","0","0","0","597606.45","597606.45","294061.65","0","58812.33","8916.68","244166","12208.3","231957.7"
"12.00","US4159Z","","SOF","INC","C","BOARD","A1","2017.00","USA","NY","3286205.96","0","0","0","0","6572411.92","0","9858617.87","0","0","0","0","9839584.35","9839584.35","19033.53","0","3806.71","98586.18","113813","5690.65","108122.35"
"12.00","US4346Z","","SOF","INC","C","BOARD","Ba1","2017.00","USA","NY","1361481.17","0","0","0","0","2722962.35","0","4084443.52","0","0","0","0","3270380.32","3270380.32","814063.21","0","162812.64","40844.44","692095","34604.75","657490.25"
"12.00","US4347Z","","SOF","INC","C","BOARD","Ba1","2017.00","USA","NY","2975802.92","0","0","0","0","5951605.83","0","8927408.75","0","0","0","0","8629856.36","8629856.36","297552.39","0","59510.48","89274.09","327316","16365.8","310950.2"
"12.00","US4403Z","","IND","INC","C","BOARD","A1","2017.00","USA","NY","2032147.04","0","0","0","0","4064294.08","0","6096441.12","0","0","0","0","5400694.13","5400694.13","695746.99","0","139149.4","60964.41","617562","30878.1","586683.9"
"12.00","US4404Z","","IND","INC","C","BOARD","A1","2017.00","USA","NY","2048961","0","0","0","0","4097922","0","6146883","0","0","0","0","5111189.04","5111189.04","1035693.96","0","207138.79","61468.83","890024","44501.2","845522.8"
"12.00","US4422Z","","IND","INC","C","BOARD","Ba1","2017.00","USA","NY","2385908.96","0","0","0","0","4771817.93","0","7157726.89","0","0","0","0","6460497.23","6460497.23","697229.66","0","139445.93","71577.27","629361","31468.05","597892.95"
"12.00","US4469Z","","FIN","INC","C","BOARD","A1","2017.00","USA","NY","1625071.15","0","0","0","0","3250142.31","0","4875213.46","0","0","0","0","4587687.38","4587687.38","287526.08","0","57505.22","48752.13","278773","13938.65","264834.35"
"12.00","US4568Z","","SOF","INC","C","BOARD","A1","2017.00","USA","NY","1829012.74","0","0","0","0","3658025.47","0","5487038.21","0","0","0","0","4500104.94","4500104.94","986933.27","0","197386.65","54870.38","844417","42220.85","802196.15"
"12.00","US4569Z","","SOF","INC","C","BOARD","A1","2017.00","USA","NY","1450382.4","0","0","0","0","2900764.79","0","4351147.19","0","0","0","0","3921410.28","3921410.28","429736.91","0","85947.38","43511.47","387301","19365.05","367935.95"
"12.00","US4570Z","","SOF","INC","C","BOARD","A1","2017.00","USA","NY","2695722.81","0","0","0","0","5391445.62","0","8087168.43","0","0","0","0","7574754.28","7574754.28","512414.14","0","102482.83","80871.68","490803","24540.15","466262.85"
"12.00","US4571Z","","SOF","INC","C","BOARD","A1","2017.00","USA","NY","533576.41","0","0","0","0","1067152.82","0","1600729.24","0","0","0","0","781580.85","781580.85","819148.38","0","163829.68","16007.29","671326","33566.3","637759.7"
"12.00","US4586Z","","IND","INC","C","BOARD","A1","2017.00","USA","NY","833682.72","0","0","0","0","1667365.43","0","2501048.15","0","0","0","0","1916945","1916945","584103.15","0","116820.63","25010.48","492293","24614.65","467678.35"
"12.00","US4703Z","","SOF","INC","C","BOARD","Ba1","2017.00","USA","NY","2727184.88","0","0","0","0","5454369.76","0","8181554.64","0","0","0","0","7518701.57","7518701.57","662853.07","0","132570.61","81815.55","612098","30604.9","581493.1"
"12.00","US4736Z","","IND","INC","C","BOARD","Ba1","2017.00","USA","NY","520679.99","0","0","0","0","1041359.99","0","1562039.98","0","0","0","0","714594.23","714594.23","847445.75","0","169489.15","15620.4","693577","34678.85","658898.15"
"12.00","US4786Z","","IND","INC","C","BOARD","C","2017.00","USA","NY","2285196.1","0","0","0","0","4570392.2","0","6855588.3","0","0","0","0","5747949.4","5747949.4","1107638.9","0","221527.78","68555.88","954667","47733.35","906933.65"
"12.00","US4787Z","","IND","INC","C","BOARD","C","2017.00","USA","NY","1668059.06","0","0","0","0","3336118.12","0","5004177.18","0","0","0","0","4327165.64","4327165.64","677011.54","0","135402.31","50041.77","591651","29582.55","562068.45"
"12.00","US4788Z","","IND","INC","C","BOARD","C","2017.00","USA","NY","2620168.09","0","0","0","0","5240336.18","0","7860504.27","0","0","0","0","7193244.32","7193244.32","667259.95","0","133451.99","78605.04","612413","30620.65","581792.35"
"12.00","US4794Z","","FIN","INC","C","BOARD","C","2017.00","USA","NY","1989931.98","0","0","0","0","3979863.97","0","5969795.95","0","0","0","0","5332952.15","5332952.15","636843.8","0","127368.76","59697.96","569173","28458.65","540714.35"
"12.00","US4958Z","","FIN","INC","C","BOARD","A1","2017.00","USA","NY","2790546.16","0","0","0","0","5581092.33","0","8371638.49","0","0","0","0","8287577.73","8287577.73","84060.77","0","16812.15","83716.38","150965","7548.25","143416.75"
"12.00","US4959Z","","FIN","INC","C","BOARD","A1","2017.00","USA","NY","2800877","0","0","0","0","5601754.01","0","8402631.01","0","0","0","0","7959953.9","7959953.9","442677.11","0","88535.42","84026.31","438168","21908.4","416259.6"
"12.00","US5107Z","","FIN","INC","C","BOARD","Ba1","2017.00","USA","NY","753829.54","0","0","0","0","1507659.08","0","2261488.62","0","0","0","0","1897443.48","1897443.48","364045.14","0","72809.03","22614.89","313851","15692.55","298158.45"
"12.00","US5108Z","","FIN","INC","C","BOARD","Ba1","2017.00","USA","NY","692846.37","0","0","0","0","1385692.74","0","2078539.11","0","0","0","0","1294159.6","1294159.6","784379.51","0","156875.9","20785.39","648289","32414.45","615874.55"
"12.00","US5123Z","","IND","INC","C","BOARD","A1","2017.00","USA","NY","1189547.81","0","0","0","0","2379095.62","0","3568643.42","0","0","0","0","3243060.22","3243060.22","325583.21","0","65116.64","35686.43","296153","14807.65","281345.35"
"12.00","US5124Z","","IND","INC","C","BOARD","A1","2017.00","USA","NY","1253955.63","0","0","0","0","2507911.26","0","3761866.88","0","0","0","0","3545662.72","3545662.72","216204.16","0","43240.83","37618.67","210582","10529.1","200052.9"
"12.00","US5125Z","","IND","INC","C","BOARD","A1","2017.00","USA","NY","1466728.41","0","0","0","0","2933456.82","0","4400185.24","0","0","0","0","3229921.3","3229921.3","1170263.93","0","234052.79","44001.85","980213","49010.65","931202.35"
"12.00","US5140Z","","SOF","INC","C","BOARD","A1","2017.00","USA","NY","684599.77","0","0","0","0","1369199.53","0","2053799.3","0","0","0","0","1490441.79","1490441.79","563357.51","0","112671.5","20537.99","471224","23561.2","447662.8"
"12.00","US5141Z","","SOF","INC","C","BOARD","A1","2017.00","USA","NY","658581.39","0","0","0","0","1317162.78","0","1975744.17","0","0","0","0","1470553.48","1470553.48","505190.7","0","101038.14","19757.44","423910","21195.5","402714.5"
"12.00","US5221Z","","FIN","INC","C","BOARD","A1","2017.00","USA","NY","602537.45","0","0","0","0","1205074.9","0","1807612.35","0","0","0","0","1456865","1456865","350747.35","0","70149.47","18076.12","298674","14933.7","283740.3"
"12.00","US5222Z","","FIN","INC","C","BOARD","A1","2017.00","USA","NY","839126.97","0","0","0","0","1678253.94","0","2517380.92","0","0","0","0","1687453.18","1687453.18","829927.74","0","165985.55","25173.81","689116","34455.8","654660.2"
"12.00","US5223Z","","FIN","INC","C","BOARD","A1","2017.00","USA","NY","670302.63","0","0","0","0","1340605.26","0","2010907.89","0","0","0","0","930626.74","930626.74","1080281.15","0","216056.23","20109.08","884334","44216.7","840117.3"
"12.00","US5224Z","","FIN","INC","C","BOARD","A1","2017.00","USA","NY","1458117.9","0","0","0","0","2916235.8","0","4374353.7","0","0","0","0","3436013.12","3436013.12","938340.58","0","187668.12","43743.54","794416","39720.8","754695.2"
"12.00","US5248Z","","SOF","INC","C","BOARD","C","2017.00","USA","NY","2635240.3","0","0","0","0","5270480.6","0","7905720.9","0","0","0","0","7198393.66","7198393.66","707327.24","0","141465.45","79057.21","644919","32245.95","612673.05"
"12.00","US5249Z","","SOF","INC","C","BOARD","C","2017.00","USA","NY","1914516.51","0","0","0","0","3829033.02","0","5743549.53","0","0","0","0","4964592.65","4964592.65","778956.88","0","155791.38","57435.5","680601","34030.05","646570.95"
"12.00","US5250Z","","SOF","INC","C","BOARD","C","2017.00","USA","NY","2698680.22","0","0","0","0","5397360.44","0","8096040.65","0","0","0","0","7932661.16","7932661.16","163379.49","0","32675.9","80960.41","211664","10583.2","201080.8"
"12.00","US5271Z","","IND","INC","C","BOARD","C","2017.00","USA","NY","355933.73","0","0","0","0","711867.47","0","1067801.2","0","0","0","0","444493.72","444493.72","623307.48","0","124661.5","10678.01","509324","25466.2","483857.8"
"12.00","US5272Z","","IND","INC","C","BOARD","C","2017.00","USA","NY","508257.45","0","0","0","0","1016514.91","0","1524772.36","0","0","0","0","951235.77","951235.77","573536.6","0","114707.32","15247.72","474077","23703.85","450373.15"
